instrumentation
Unaccompanied Flute
Unaccompanied Oboe
Unaccompanied Bassoon
Flute & Piano
Oboe & Piano
Bassoon & Piano
Flute & Other Accompaniment
Oboe & Other Accompaniment
Bassoon Concerto & Works with Strings
Concerto Grosso
Duo
Trio
Woodwind Quartet
Wind Quintet
Bassoon Duo/Trio/Quartet
Quartet (non-standard)
Quintet (non-standard)
Piano Trio/Quartet/Quintet
Sextet/Septet/Octet
With Voice
